country.name,wave,survey,n,p_response,trust,years
Venezuela,1997,Latinobarometro,1200,0.98,0.11224489795918369,1997
Argentina,1998,Latinobarometro,1200,0.9716666666666667,0.23925344900688184,1998
Bolivia,1998,Latinobarometro,794,0.9785894206549118,0.21126782892309426,1998
Brazil,1998,Latinobarometro,1000,0.995,0.04664401746074698,1998
Chile,1998,Latinobarometro,1200,0.9841666666666666,0.15028196272893046,1998
Colombia,1998,Latinobarometro,1200,0.9666666666666667,0.20603448275862069,1998
Costa Rica,1998,Latinobarometro,1000,0.955,0.35183246073298435,1998
Ecuador,1998,Latinobarometro,1200,0.9475,0.227792436235708,1998
El Salvador,1998,Latinobarometro,1000,0.964,0.22095435684647313,1998
Guatemala,1998,Latinobarometro,1000,0.966,0.27122153209109734,1998
Honduras,1998,Latinobarometro,1000,0.951,0.16929547844374349,1998
Mexico,1998,Latinobarometro,1200,0.9791666666666666,0.40595744680851054,1998
Nicaragua,1998,Latinobarometro,1000,0.96,0.109375,1998
Panama,1998,Latinobarometro,1000,0.968,0.18698347107438007,1998
Paraguay,1998,Latinobarometro,600,0.99,0.13303571759267374,1998
Peru,1998,Latinobarometro,1045,0.9559808612440192,0.1351351351351351,1998
Spain,1998,Latinobarometro,2492,0.9747191011235955,0.35570193495265534,1998
Uruguay,1998,Latinobarometro,1200,0.9841666666666666,0.3450228540310809,1998
Venezuela,1998,Latinobarometro,1200,0.9891666666666666,0.1609098567818028,1998
Argentina,2000,Latinobarometro,1200,0.99,0.11439026832451371,2000
Bolivia,2000,Latinobarometro,1080,0.9703703703703703,0.18511450381679384,2000
Brazil,2000,Latinobarometro,1000,0.991,0.04209288613392337,2000
Chile,2000,Latinobarometro,1183,0.9797125950972105,0.136158254844144,2000
Colombia,2000,Latinobarometro,1200,0.985,0.1487562124548325,2000
Costa Rica,2000,Latinobarometro,981,0.9806320081549439,0.12993762993763003,2000
Ecuador,2000,Latinobarometro,1200,0.965,0.16321243523316054,2000
El Salvador,2000,Latinobarometro,1001,0.984015984015984,0.1624365482233503,2000
Guatemala,2000,Latinobarometro,989,0.9646107178968655,0.17819706498951793,2000
Honduras,2000,Latinobarometro,997,0.9819458375125376,0.09090909090909083,2000
Mexico,2000,Latinobarometro,1166,0.9802744425385935,0.34733158355205607,2000
Nicaragua,2000,Latinobarometro,1000,0.967,0.11478800413650458,2000
Panama,2000,Latinobarometro,993,0.9707955689828801,0.15560165975103724,2000
Paraguay,2000,Latinobarometro,602,1,0.17085712446441614,2000
Peru,2000,Latinobarometro,1046,0.9760994263862333,0.11165523996082283,2000
Uruguay,2000,Latinobarometro,1200,0.9875,0.2325077513897964,2000
Venezuela,2000,Latinobarometro,1200,0.9691666666666666,0.15563198624247643,2000
Argentina,2001,Latinobarometro,1200,0.9741666666666666,0.16019430033102644,2001
Bolivia,2001,Latinobarometro,1075,0.9618604651162791,0.14216634429400377,2001
Brazil,2001,Latinobarometro,1000,0.992,0.024193548387096753,2001
Chile,2001,Latinobarometro,1174,0.9804088586030665,0.14950702249415992,2001
Colombia,2001,Latinobarometro,1199,0.981651376146789,0.1374649797955887,2001
Costa Rica,2001,Latinobarometro,1000,0.991,0.1251261352169526,2001
Ecuador,2001,Latinobarometro,1200,0.9708333333333333,0.18208657395881112,2001
El Salvador,2001,Latinobarometro,1000,0.962,0.14802228077141288,2001
Guatemala,2001,Latinobarometro,1002,0.9431137724550899,0.11648158573423073,2001
Honduras,2001,Latinobarometro,1000,0.97,0.12425611889343924,2001
Mexico,2001,Latinobarometro,1253,0.985634477254589,0.36496609225071186,2001
Nicaragua,2001,Latinobarometro,1005,0.991044776119403,0.3082329317269077,2001
Panama,2001,Latinobarometro,1000,0.949,0.2528977871443625,2001
Paraguay,2001,Latinobarometro,604,0.9850993377483444,0.17439149811081656,2001
Peru,2001,Latinobarometro,1023,0.9237536656891495,0.13968253968253963,2001
Spain,2001,Latinobarometro,2496,0.9615384615384616,0.34791666666666665,2001
Uruguay,2001,Latinobarometro,1200,0.9775,0.24124113832172078,2001
Venezuela,2001,Latinobarometro,1200,0.9833333333333333,0.16844574616836105,2001
Argentina,2002,Latinobarometro,1200,0.98,0.22659657042476478,2002
Bolivia,2002,Latinobarometro,1242,0.9589371980676329,0.2939125313277282,2002
Brazil,2002,Latinobarometro,1000,0.981,0.031600407747196746,2002
Chile,2002,Latinobarometro,1196,0.9807692307692307,0.1350536784421148,2002
Colombia,2002,Latinobarometro,1200,0.96,0.18009277873759988,2002
Costa Rica,2002,Latinobarometro,1006,0.9393638170974155,0.14814814814814814,2002
Ecuador,2002,Latinobarometro,1200,0.9766666666666667,0.2431876295098585,2002
El Salvador,2002,Latinobarometro,1014,0.9516765285996055,0.21887417598048797,2002
Guatemala,2002,Latinobarometro,1000,0.962,0.14705451210601472,2002
Honduras,2002,Latinobarometro,1004,0.9711155378486056,0.15548053307872367,2002
Mexico,2002,Latinobarometro,1210,0.9735537190082645,0.2252560390200049,2002
Nicaragua,2002,Latinobarometro,1016,0.9724409448818898,0.17307692307692313,2002
Panama,2002,Latinobarometro,1010,0.9435643564356435,0.295973408569399,2002
Paraguay,2002,Latinobarometro,600,0.9866666666666667,0.05881598028024415,2002
Peru,2002,Latinobarometro,1224,0.920751633986928,0.15895903252440124,2002
Spain,2002,Latinobarometro,2484,0.9601449275362319,0.32788259958071286,2002
Uruguay,2002,Latinobarometro,1200,0.9683333333333334,0.3702622975219416,2002
Venezuela,2002,Latinobarometro,1200,0.93,0.1293022495596643,2002
Argentina,2003,Latinobarometro,1200,0.9591666666666666,0.18653163657825123,2003
Bolivia,2003,Latinobarometro,1200,0.9833333333333333,0.21563826587996537,2003
Brazil,2003,Latinobarometro,1200,0.985,0.03685125625768304,2003
Chile,2003,Latinobarometro,1200,0.9591666666666666,0.10278515376112973,2003
Colombia,2003,Latinobarometro,1200,0.9758333333333333,0.13717264293222176,2003
Costa Rica,2003,Latinobarometro,1004,0.9820717131474104,0.10734454831550932,2003
Ecuador,2003,Latinobarometro,1200,0.9875,0.20062948234551414,2003
El Salvador,2003,Latinobarometro,1008,0.9593253968253969,0.12906769212984504,2003
Guatemala,2003,Latinobarometro,1006,0.9035785288270378,0.2058730394843986,2003
Honduras,2003,Latinobarometro,1006,0.9771371769383698,0.18386121700732616,2003
Mexico,2003,Latinobarometro,1200,0.9908333333333333,0.19167996145438315,2003
Nicaragua,2003,Latinobarometro,1010,0.9772277227722772,0.18201449443190443,2003
Panama,2003,Latinobarometro,1004,0.9422310756972112,0.2642706131078225,2003
Paraguay,2003,Latinobarometro,600,0.9933333333333333,0.0728041772564183,2003
Peru,2003,Latinobarometro,1200,0.9608333333333333,0.15670375373893908,2003
Spain,2003,Latinobarometro,2495,0.9715430861723446,0.3283828382838283,2003
Uruguay,2003,Latinobarometro,1200,0.9775,0.35923525446802973,2003
Venezuela,2003,Latinobarometro,1200,0.99,0.13495700920419695,2003
Argentina,2004,Latinobarometro,1200,0.9658333333333333,0.15971173540091232,2004
Bolivia,2004,Latinobarometro,1201,0.9425478767693589,0.14777796055076609,2004
Brazil,2004,Latinobarometro,1204,0.9867109634551495,0.04124579124579131,2004
Chile,2004,Latinobarometro,1200,0.985,0.1960957656332396,2004
Colombia,2004,Latinobarometro,1200,0.9775,0.22561956579037834,2004
Costa Rica,2004,Latinobarometro,1000,0.981,0.07849133537206932,2004
Dominican Republic,2004,Latinobarometro,1000,0.956,0.13475930515479662,2004
Ecuador,2004,Latinobarometro,1200,0.9691666666666666,0.19244476682718448,2004
El Salvador,2004,Latinobarometro,1000,0.926,0.17228434065008225,2004
Guatemala,2004,Latinobarometro,1000,0.962,0.1477346256362313,2004
Honduras,2004,Latinobarometro,1000,0.977,0.20897441246662107,2004
Mexico,2004,Latinobarometro,1200,0.9875,0.15956240160528035,2004
Nicaragua,2004,Latinobarometro,1000,0.951,0.1250803385914241,2004
Panama,2004,Latinobarometro,1000,0.965,0.21036269430051813,2004
Paraguay,2004,Latinobarometro,600,0.9883333333333333,0.061140917879200396,2004
Peru,2004,Latinobarometro,1200,0.9708333333333333,0.16553427512800312,2004
Spain,2004,Latinobarometro,2491,0.955841027699719,0.3910121797564048,2004
Uruguay,2004,Latinobarometro,1200,0.9325,0.26058489877937374,2004
Venezuela,2004,Latinobarometro,1200,0.9841666666666666,0.1714289668581015,2004
Argentina,2005,Latinobarometro,1200,0.9591666666666666,0.3150016633412547,2005
Bolivia,2005,Latinobarometro,1200,0.9591666666666666,0.20809837114370655,2005
Brazil,2005,Latinobarometro,1204,0.9925249169435216,0.056903765690376584,2005
Chile,2005,Latinobarometro,1200,0.975,0.1468185521758878,2005
Colombia,2005,Latinobarometro,1200,0.975,0.19999999999999996,2005
Costa Rica,2005,Latinobarometro,1000,0.977,0.15046059365404307,2005
Dominican Republic,2005,Latinobarometro,1000,0.948,0.2489583782857714,2005
Ecuador,2005,Latinobarometro,1200,0.9741666666666666,0.17621899059024804,2005
El Salvador,2005,Latinobarometro,1010,0.9693069306930693,0.26008986751860186,2005
Guatemala,2005,Latinobarometro,1000,0.966,0.2088119589189681,2005
Honduras,2005,Latinobarometro,1000,0.971,0.14308535485292917,2005
Mexico,2005,Latinobarometro,1200,0.995,0.24128447320538826,2005
Nicaragua,2005,Latinobarometro,1000,0.957,0.11237912054718446,2005
Panama,2005,Latinobarometro,1008,0.9623015873015873,0.1649484536082475,2005
Paraguay,2005,Latinobarometro,1200,0.9925,0.15918515235028297,2005
Peru,2005,Latinobarometro,1200,0.965,0.15525792738636834,2005
Uruguay,2005,Latinobarometro,1200,0.9633333333333334,0.35449362263695994,2005
Venezuela,2005,Latinobarometro,1200,0.9633333333333334,0.26949417233425343,2005
Argentina,2006,Latinobarometro,1200,0.9741666666666666,0.24727629658560657,2006
Bolivia,2006,Latinobarometro,1200,0.9625,0.23376623376623384,2006
Brazil,2006,Latinobarometro,1204,0.979235880398671,0.05428329092451234,2006
Chile,2006,Latinobarometro,1200,0.9783333333333334,0.1303623873658517,2006
Colombia,2006,Latinobarometro,1200,0.9858333333333333,0.18170826922710126,2006
Costa Rica,2006,Latinobarometro,1000,0.962,0.1787941787941787,2006
Dominican Republic,2006,Latinobarometro,1000,0.951,0.2852728457962328,2006
Ecuador,2006,Latinobarometro,1200,0.9741666666666666,0.29597946963216426,2006
El Salvador,2006,Latinobarometro,1020,0.9558823529411765,0.17616423680674465,2006
Guatemala,2006,Latinobarometro,1000,0.952,0.34462169622663574,2006
Honduras,2006,Latinobarometro,1000,0.945,0.24317655701513807,2006
Mexico,2006,Latinobarometro,1200,0.94,0.29645464528875265,2006
Nicaragua,2006,Latinobarometro,1000,0.968,0.21196897834866357,2006
Panama,2006,Latinobarometro,1008,0.9513888888888888,0.14077163712200202,2006
Paraguay,2006,Latinobarometro,1200,0.9783333333333334,0.1336917664559658,2006
Peru,2006,Latinobarometro,1200,0.9441666666666667,0.23477493380406012,2006
Spain,2006,Latinobarometro,2476,0.9543618739903069,0.3863732543377063,2006
Uruguay,2006,Latinobarometro,1200,0.9516666666666667,0.31858995276709656,2006
Venezuela,2006,Latinobarometro,1200,0.94,0.30784317191518706,2006
Argentina,2007,Latinobarometro,1200,0.9741666666666666,0.14421511168141254,2007
Bolivia,2007,Latinobarometro,1200,0.9725,0.21508140531276787,2007
Brazil,2007,Latinobarometro,1204,0.9941860465116279,0.05680868838763575,2007
Chile,2007,Latinobarometro,1200,0.9666666666666667,0.09273498457919738,2007
Colombia,2007,Latinobarometro,1200,0.9958333333333333,0.08879194498456222,2007
Costa Rica,2007,Latinobarometro,1000,0.958,0.0843326729650995,2007
Dominican Republic,2007,Latinobarometro,1000,0.94,0.21549366385829227,2007
Ecuador,2007,Latinobarometro,1200,0.985,0.11928934010152292,2007
El Salvador,2007,Latinobarometro,1000,0.965,0.20768232806899478,2007
Guatemala,2007,Latinobarometro,1000,0.941,0.3205973801983224,2007
Honduras,2007,Latinobarometro,1000,0.95,0.17232823283181897,2007
Mexico,2007,Latinobarometro,1200,0.9825,0.20101781170483468,2007
Nicaragua,2007,Latinobarometro,1000,0.984,0.2116515239342056,2007
Panama,2007,Latinobarometro,1008,0.9226190476190477,0.2462012178171018,2007
Paraguay,2007,Latinobarometro,1200,0.9775,0.05986365573072017,2007
Peru,2007,Latinobarometro,1200,0.9758333333333333,0.14346712211784807,2007
Spain,2007,Latinobarometro,2482,0.9633360193392425,0.3094939355918025,2007
Uruguay,2007,Latinobarometro,1200,0.935,0.29144385026737973,2007
Venezuela,2007,Latinobarometro,1200,0.9408333333333333,0.2712925378953044,2007
Argentina,2008,Latinobarometro,1200,0.9791666666666666,0.19659574468085106,2008
Bolivia,2008,Latinobarometro,1200,0.9575,0.23237597911227148,2008
Brazil,2008,Latinobarometro,1204,0.9958471760797342,0.08590492076730616,2008
Chile,2008,Latinobarometro,1200,0.9833333333333333,0.1615314694040506,2008
Colombia,2008,Latinobarometro,1200,0.985,0.1482164393067582,2008
Costa Rica,2008,Latinobarometro,1000,0.977,0.23859081177904673,2008
Dominican Republic,2008,Latinobarometro,1000,0.975,0.3702564102564103,2008
Ecuador,2008,Latinobarometro,1200,0.955,0.35689354275741714,2008
El Salvador,2008,Latinobarometro,1000,0.974,0.2959246645544922,2008
Guatemala,2008,Latinobarometro,1000,0.942,0.24410822520306374,2008
Honduras,2008,Latinobarometro,1000,0.951,0.2217216294377753,2008
Mexico,2008,Latinobarometro,1200,0.9766666666666667,0.2013651877133107,2008
Nicaragua,2008,Latinobarometro,1000,0.98,0.2253442982760021,2008
Panama,2008,Latinobarometro,1000,0.95,0.21631727093252073,2008
Paraguay,2008,Latinobarometro,1200,0.9883333333333333,0.1087919038583176,2008
Peru,2008,Latinobarometro,1200,0.9716666666666667,0.1423670668953687,2008
Spain,2008,Latinobarometro,2471,0.9716713881019831,0.34818825489379424,2008
Uruguay,2008,Latinobarometro,1200,0.9683333333333334,0.26333907056798633,2008
Venezuela,2008,Latinobarometro,1200,0.9783333333333334,0.23679727427597963,2008
Argentina,2009,Latinobarometro,1200,0.9858333333333333,0.1896641730220947,2009
Bolivia,2009,Latinobarometro,1200,0.9708333333333333,0.2635193133047211,2009
Brazil,2009,Latinobarometro,1204,0.9900332225913622,0.07550335570469802,2009
Chile,2009,Latinobarometro,1200,0.99,0.15552467230287337,2009
Colombia,2009,Latinobarometro,1200,0.96,0.20129661612698846,2009
Costa Rica,2009,Latinobarometro,1000,0.979,0.22063329928498465,2009
Dominican Republic,2009,Latinobarometro,1000,0.984,0.3641167442513895,2009
Ecuador,2009,Latinobarometro,1200,0.9675,0.20155038759689914,2009
El Salvador,2009,Latinobarometro,1000,0.938,0.3007116571418127,2009
Guatemala,2009,Latinobarometro,1000,0.933,0.31714837398531626,2009
Honduras,2009,Latinobarometro,1000,0.974,0.2028330087090875,2009
Mexico,2009,Latinobarometro,1200,0.9691666666666666,0.25021496130696486,2009
Nicaragua,2009,Latinobarometro,1000,0.948,0.20368175944438316,2009
Panama,2009,Latinobarometro,1000,0.954,0.20230607966457015,2009
Paraguay,2009,Latinobarometro,1200,0.985,0.1694879390605164,2009
Peru,2009,Latinobarometro,1200,0.9633333333333334,0.17474048442906565,2009
Spain,2009,Latinobarometro,2486,0.9766693483507642,0.38426688632619443,2009
Uruguay,2009,Latinobarometro,1200,0.9708333333333333,0.3030042918454936,2009
Venezuela,2009,Latinobarometro,1200,0.985,0.22965541271738887,2009
Argentina,2010,Latinobarometro,1200,0.9908333333333333,0.24082195006692397,2010
Bolivia,2010,Latinobarometro,1200,0.9608333333333333,0.18820468343451857,2010
Brazil,2010,Latinobarometro,1204,0.9825581395348837,0.10228233305156387,2010
Chile,2010,Latinobarometro,1200,0.9941666666666666,0.18008818619996236,2010
Colombia,2010,Latinobarometro,1200,0.9866666666666667,0.20494014222800194,2010
Costa Rica,2010,Latinobarometro,1000,0.987,0.1884498480243162,2010
Dominican Republic,2010,Latinobarometro,1000,0.987,0.31343290497682474,2010
Ecuador,2010,Latinobarometro,1200,0.9891666666666666,0.1676495366470092,2010
El Salvador,2010,Latinobarometro,1000,0.967,0.2635832229767241,2010
Guatemala,2010,Latinobarometro,1000,0.969,0.18904452785314763,2010
Honduras,2010,Latinobarometro,1000,0.986,0.2175762542708961,2010
Mexico,2010,Latinobarometro,1200,0.98,0.26700680272108834,2010
Nicaragua,2010,Latinobarometro,1000,0.976,0.16879441198423328,2010
Panama,2010,Latinobarometro,1000,0.982,0.21384928716904272,2010
Paraguay,2010,Latinobarometro,1200,0.9758333333333333,0.1382096534127153,2010
Peru,2010,Latinobarometro,1200,0.9666666666666667,0.14482758620689662,2010
Spain,2010,Latinobarometro,2483,0.9685863874345549,0.3833679833679833,2010
Uruguay,2010,Latinobarometro,1200,0.9791666666666666,0.308936170212766,2010
Venezuela,2010,Latinobarometro,1200,0.9825,0.24086368815312054,2010
Argentina,2011,Latinobarometro,1200,0.975,0.28884543196526735,2011
Bolivia,2011,Latinobarometro,1200,0.9175,0.21253405994550412,2011
Brazil,2011,Latinobarometro,1204,0.9601328903654485,0.08910034602076133,2011
Chile,2011,Latinobarometro,1200,0.9866666666666667,0.16737236231786756,2011
Colombia,2011,Latinobarometro,1200,0.9891666666666666,0.19317590614619995,2011
Costa Rica,2011,Latinobarometro,1000,0.943,0.1866383881230116,2011
Dominican Republic,2011,Latinobarometro,1000,0.984,0.3596424513563834,2011
Ecuador,2011,Latinobarometro,1200,0.9825,0.2442748091603053,2011
El Salvador,2011,Latinobarometro,1000,0.988,0.2829891429691407,2011
Guatemala,2011,Latinobarometro,1000,0.952,0.21340305005129911,2011
Honduras,2011,Latinobarometro,1000,0.996,0.32966465447684046,2011
Mexico,2011,Latinobarometro,1200,0.9766666666666667,0.23634812286689422,2011
Nicaragua,2011,Latinobarometro,1000,0.973,0.15699251073851173,2011
Panama,2011,Latinobarometro,1000,0.965,0.22176165803108816,2011
Paraguay,2011,Latinobarometro,1200,0.9658333333333333,0.2255719478298055,2011
Peru,2011,Latinobarometro,1200,0.9533333333333334,0.18356643356643354,2011
Uruguay,2011,Latinobarometro,1200,0.9725,0.22622107969151672,2011
Venezuela,2011,Latinobarometro,1200,0.965,0.2606351055117866,2011
Argentina,2013,Latinobarometro,1200,0.9525,0.2663528225539389,2013
Bolivia,2013,Latinobarometro,1200,0.9491666666666667,0.11940298507462677,2013
Brazil,2013,Latinobarometro,1204,0.9742524916943521,0.04774083546462071,2013
Chile,2013,Latinobarometro,1200,0.9583333333333334,0.12276033917839912,2013
Colombia,2013,Latinobarometro,1200,0.9975,0.15197421208012973,2013
Costa Rica,2013,Latinobarometro,1000,0.968,0.15289256198347112,2013
Dominican Republic,2013,Latinobarometro,1000,0.991,0.16305867666870588,2013
Ecuador,2013,Latinobarometro,1200,0.9675,0.13781223083548655,2013
El Salvador,2013,Latinobarometro,1000,0.974,0.21055060789916857,2013
Guatemala,2013,Latinobarometro,1000,0.976,0.1436251834198663,2013
Honduras,2013,Latinobarometro,1000,0.962,0.19886824948091042,2013
Mexico,2013,Latinobarometro,1200,0.9808333333333333,0.18011894647408666,2013
Nicaragua,2013,Latinobarometro,1000,0.988,0.2403760586789334,2013
Panama,2013,Latinobarometro,1000,0.947,0.19324181626187964,2013
Paraguay,2013,Latinobarometro,1200,0.9658333333333333,0.10536564257897019,2013
Peru,2013,Latinobarometro,1200,0.9433333333333334,0.14045936395759728,2013
Spain,2013,Latinobarometro,2459,0.9568930459536397,0.38886527836804086,2013
Uruguay,2013,Latinobarometro,1200,0.9825,0.2094995759117897,2013
Venezuela,2013,Latinobarometro,1200,0.9625,0.22077922077922074,2013
Argentina,2015,Latinobarometro,1200,0.9866666666666667,0.22708817708838835,2015
Bolivia,2015,Latinobarometro,1200,0.9591666666666666,0.20417028670721105,2015
Brazil,2015,Latinobarometro,1250,0.9896,0.07437348423605505,2015
Chile,2015,Latinobarometro,1200,0.9783333333333334,0.15542474845444954,2015
Colombia,2015,Latinobarometro,1200,0.9916666666666667,0.16786764189912362,2015
Costa Rica,2015,Latinobarometro,1000,0.97,0.10824742268041243,2015
Dominican Republic,2015,Latinobarometro,1000,0.993,0.12736025484021551,2015
Ecuador,2015,Latinobarometro,1200,0.9941666666666666,0.2145850796311819,2015
El Salvador,2015,Latinobarometro,1000,0.948,0.1813885603450327,2015
Guatemala,2015,Latinobarometro,1000,0.974,0.16442946423499416,2015
Honduras,2015,Latinobarometro,1000,0.959,0.15670241828184284,2015
Mexico,2015,Latinobarometro,1200,0.9925,0.1612090680100755,2015
Nicaragua,2015,Latinobarometro,1000,0.976,0.16562583698811784,2015
Panama,2015,Latinobarometro,1000,0.937,0.23906083244397003,2015
Paraguay,2015,Latinobarometro,1200,0.9833333333333333,0.1815450183103664,2015
Peru,2015,Latinobarometro,1200,0.9708333333333333,0.18197424892703862,2015
Uruguay,2015,Latinobarometro,1200,0.9858333333333333,0.21893491124260356,2015
Venezuela,2015,Latinobarometro,1200,0.9866666666666667,0.14780405405405395,2015
Argentina,2016,Latinobarometro,1200,0.9925,0.24172721053316382,2016
Bolivia,2016,Latinobarometro,1200,0.9691666666666666,0.1573516766981944,2016
Brazil,2016,Latinobarometro,1204,0.9925249169435216,0.03347280334728042,2016
Chile,2016,Latinobarometro,1200,0.9816666666666667,0.12559995912801147,2016
Colombia,2016,Latinobarometro,1200,0.9916666666666667,0.15709921308777908,2016
Costa Rica,2016,Latinobarometro,1000,0.969,0.10010319917440658,2016
Dominican Republic,2016,Latinobarometro,1000,0.99,0.17373737373737375,2016
Ecuador,2016,Latinobarometro,1200,0.975,0.21623931623931614,2016
El Salvador,2016,Latinobarometro,1000,0.961,0.13755759965000425,2016
Guatemala,2016,Latinobarometro,1000,0.985,0.20260420963721204,2016
Honduras,2016,Latinobarometro,1000,0.977,0.12572246908155882,2016
Mexico,2016,Latinobarometro,1200,0.975,0.308812517582542,2016
Nicaragua,2016,Latinobarometro,1000,0.98,0.18310072123131604,2016
Panama,2016,Latinobarometro,1000,0.956,0.19246861924686187,2016
Paraguay,2016,Latinobarometro,1200,0.9883333333333333,0.18752379632971383,2016
Peru,2016,Latinobarometro,1200,0.9675,0.1507321274763136,2016
Uruguay,2016,Latinobarometro,1200,0.9891666666666666,0.17270429654591402,2016
Venezuela,2016,Latinobarometro,1200,0.9925,0.14525608732157846,2016
Argentina,2017,Latinobarometro,1200,0.9866666666666667,0.19629749221494563,2017
Bolivia,2017,Latinobarometro,1200,0.9833333333333333,0.10593220338983045,2017
Brazil,2017,Latinobarometro,1200,0.9975,0.0685045948203844,2017
Chile,2017,Latinobarometro,1200,0.9758333333333333,0.2075478127529069,2017
Colombia,2017,Latinobarometro,1200,0.9683333333333334,0.16255081623016365,2017
Costa Rica,2017,Latinobarometro,1000,0.976,0.10860655737704916,2017
Dominican Republic,2017,Latinobarometro,1000,0.988,0.11437246963562764,2017
Ecuador,2017,Latinobarometro,1200,0.9658333333333333,0.23986194995685928,2017
El Salvador,2017,Latinobarometro,1000,0.977,0.1695690510444725,2017
Guatemala,2017,Latinobarometro,1000,0.976,0.127589085027902,2017
Honduras,2017,Latinobarometro,1000,0.99,0.12313858430695102,2017
Mexico,2017,Latinobarometro,1200,0.9716666666666667,0.14150943396226423,2017
Nicaragua,2017,Latinobarometro,1000,0.97,0.14476892399295527,2017
Panama,2017,Latinobarometro,1000,0.976,0.11577868852459017,2017
Paraguay,2017,Latinobarometro,1200,0.9783333333333334,0.09187387978403638,2017
Peru,2017,Latinobarometro,1200,0.945,0.1384479717813052,2017
Uruguay,2017,Latinobarometro,1200,0.9883333333333333,0.19308600337268134,2017
Venezuela,2017,Latinobarometro,1200,0.985,0.09052453468697119,2017
Argentina,2018,Latinobarometro,1200,0.9833333333333333,0.18618650689665062,2018
Bolivia,2018,Latinobarometro,1200,0.9758333333333333,0.157130657557643,2018
Brazil,2018,Latinobarometro,1204,0.989202657807309,0.04114189756507147,2018
Chile,2018,Latinobarometro,1200,0.9808333333333333,0.13959898705441032,2018
Colombia,2018,Latinobarometro,1200,0.985,0.20768744495047176,2018
Costa Rica,2018,Latinobarometro,1000,0.983,0.09664292980671418,2018
Dominican Republic,2018,Latinobarometro,1000,0.99,0.14141414141414144,2018
Ecuador,2018,Latinobarometro,1200,0.995,0.14154103852596323,2018
El Salvador,2018,Latinobarometro,1000,0.987,0.12664640324214793,2018
Guatemala,2018,Latinobarometro,1000,0.933,0.2192522381033728,2018
Honduras,2018,Latinobarometro,1000,0.976,0.1441777394561765,2018
Mexico,2018,Latinobarometro,1200,0.9425,0.1900972590627763,2018
Nicaragua,2018,Latinobarometro,1000,0.965,0.12412182622536005,2018
Panama,2018,Latinobarometro,1000,0.951,0.13038906414300744,2018
Paraguay,2018,Latinobarometro,1200,0.96,0.17642352195191702,2018
Peru,2018,Latinobarometro,1200,0.9258333333333333,0.1215121512151216,2018
Uruguay,2018,Latinobarometro,1200,0.9741666666666666,0.20872540633019665,2018
Venezuela,2018,Latinobarometro,1200,0.9875,0.07833770265236173,2018
Argentina,2020,Latinobarometro,1200,0.9308333333333333,0.16154660537674315,2020
Bolivia,2020,Latinobarometro,1200,0.97,0.12886597938144329,2020
Brazil,2020,Latinobarometro,1204,0.9908637873754153,0.046940486169321005,2020
Chile,2020,Latinobarometro,1200,0.9683333333333334,0.1707449279851323,2020
Colombia,2020,Latinobarometro,1200,0.9808333333333333,0.13356565113041374,2020
Costa Rica,2020,Latinobarometro,1000,0.982,0.09979633401221988,2020
Dominican Republic,2020,Latinobarometro,1000,0.942,0.15074309978768574,2020
Ecuador,2020,Latinobarometro,1200,0.9741666666666666,0.09666381522668943,2020
El Salvador,2020,Latinobarometro,1000,0.935,0.14010695187165778,2020
Guatemala,2020,Latinobarometro,1000,0.945,0.16296296296296298,2020
Honduras,2020,Latinobarometro,1000,0.944,0.15817069928210592,2020
Mexico,2020,Latinobarometro,1200,0.9783333333333334,0.1836475953847725,2020
Nicaragua,2020,Latinobarometro,1000,0.942,0.09124412250603653,2020
Panama,2020,Latinobarometro,1000,0.968,0.12603305785123964,2020
Paraguay,2020,Latinobarometro,1200,0.9925,0.09151973131821989,2020
Peru,2020,Latinobarometro,1200,0.9491666666666667,0.10798946444249347,2020
Uruguay,2020,Latinobarometro,1200,0.9766666666666667,0.2107508532423208,2020
Venezuela,2020,Latinobarometro,1200,0.9908333333333333,0.052123438276649336,2020
Argentina,1,WVS,1005,0.9074626865671642,0.2700732888620161,1981-1984
Australia,1,WVS,1228,0.9682410423452769,0.47814937069855556,1981-1984
Canada,1,WVS,1254,0.970494417862839,0.4907688008958646,1981-1984
Finland,1,WVS,1003,0.9800598205383848,0.5717192268565616,1981-1984
Hungary,1,WVS,1464,0.962431693989071,0.3314343922320311,1981-1984
Japan,1,WVS,1204,0.9127906976744186,0.40762258719993616,1981-1984
Mexico,1,WVS,1837,0.9646162221012521,0.17653480605155414,1981-1984
South Africa,1,WVS,1596,0.8978696741854637,0.2903000697836706,1981-1984
South Korea,1,WVS,970,0.9463917525773196,0.3801742919389979,1981-1984
Sweden,1,WVS,954,0.9182389937106918,0.5707896277704332,1981-1984
United States,1,WVS,2325,0.9716129032258064,0.453547870081509,1981-1984
Argentina,2,WVS,1002,0.9590818363273453,0.23309053069719043,1990-1994
Belarus,2,WVS,1015,0.9822660098522168,0.254764292878636,1990-1994
Brazil,2,WVS,1782,0.9910213243546577,0.06663893408297716,1990-1994
Canada,2,WVS,1730,0.9670520231213873,0.5242079371135633,1990-1994
Chile,2,WVS,1500,0.972,0.22702331961591216,1990-1994
China,2,WVS,1000,0.985,0.6030456852791879,1990-1994
Czechia,2,WVS,924,0.9989177489177489,0.30227518959913335,1990-1994
India,2,WVS,2500,0.946,0.3543340380549682,1990-1994
Japan,2,WVS,1011,0.9010880316518298,0.4171240395170144,1990-1994
